id,caminho_atual,pacote_origem,arquivo_origem_no_zip,sha256,tamanho,area_modulo,destino_recomendado,destino_logico,procedencia,licenca,linguagem_funcao,tipo,dependencias,imports,mocks,segredos,riscos_seguranca,riscos_operacionais,compatibilidade,testes_necessarios,recomendacao,confianca,justificativa,aprovacao_humana
4147,06-risk-control/regenera-control-reconciliation/docs/source-material/reconciliation.service.ts,regenera-bank.zip,regenera-bank/06-risk-control/regenera-control-reconciliation/docs/source-material/reconciliation.service.ts,b2d3beb15c8d259a49cff460de645877aa6adf501fa6ecec472438ed26537e17,6452,06-risk-control/regenera-control-reconciliation,06-risk-control/regenera-control-reconciliation/docs/source-material/reconciliation.service.ts,domains/reconciliation/docs/source-material/reconciliation.service.ts,CONHECIDA,PRESENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
4277,05-core-banking/regenera-core-session/docs/source-material/auth-and-inbound.sql,regenera-bank.zip,regenera-bank/05-core-banking/regenera-core-session/docs/source-material/auth-and-inbound.sql,3c80ad0a3e9dcf1d3faca07d00f2e2a7aa1d882dbc4c949e52429137d01ee85f,6479,05-core-banking/regenera-core-session,05-core-banking/regenera-core-session/docs/source-material/auth-and-inbound.sql,domains/session/docs/source-material/auth-and-inbound.sql,CONHECIDA,PRESENTE,.sql,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
5015,16-documentation/source-material/API/ERROR_CODES.md,regenera-bank.zip,regenera-bank/16-documentation/source-material/API/ERROR_CODES.md,792b42b042028b51e1f940a9d890e1d7825002cb04d59bbdc16126248d4aea07,2248,16-documentation,16-documentation/source-material/API/ERROR_CODES.md,governance/documentation/source-material/API/ERROR_CODES.md,CONHECIDA,PRESENTE,.md,documentação,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_EVIDENCIA,ALTA,Trata-se de documentação ou evidência histórica.,SIM
5016,16-documentation/source-material/Architecture/SCALING_STRATEGY.md,regenera-bank.zip,regenera-bank/16-documentation/source-material/Architecture/SCALING_STRATEGY.md,5b0cfb70547aa73599f4ec390b1ef531aaaea8e218d782b6051e08cb914aae9d,1456,16-documentation,16-documentation/source-material/Architecture/SCALING_STRATEGY.md,governance/documentation/source-material/Architecture/SCALING_STRATEGY.md,CONHECIDA,AUSENTE,.md,documentação,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_EVIDENCIA,ALTA,Trata-se de documentação ou evidência histórica.,SIM
5017,16-documentation/source-material/Architecture/SECURITY_ARCHITECTURE.md,regenera-bank.zip,regenera-bank/16-documentation/source-material/Architecture/SECURITY_ARCHITECTURE.md,d8b29e18084e3e180fd5bbb96b45aaed0af9f4d8f1be72ad5b3b394cbae24159,1388,16-documentation,16-documentation/source-material/Architecture/SECURITY_ARCHITECTURE.md,governance/documentation/source-material/Architecture/SECURITY_ARCHITECTURE.md,CONHECIDA,PRESENTE,.md,documentação,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_EVIDENCIA,ALTA,Trata-se de documentação ou evidência histórica.,SIM
5018,16-documentation/source-material/Architecture/SIEM_PENTEST_PLAN.md,regenera-bank.zip,regenera-bank/16-documentation/source-material/Architecture/SIEM_PENTEST_PLAN.md,24dcb25ae8a8751670886e3ae787d634cf8397065121708cd3d6161516e93889,1569,16-documentation,16-documentation/source-material/Architecture/SIEM_PENTEST_PLAN.md,governance/documentation/source-material/Architecture/SIEM_PENTEST_PLAN.md,CONHECIDA,PRESENTE,.md,documentação,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_EVIDENCIA,ALTA,Trata-se de documentação ou evidência histórica.,SIM
5019,16-documentation/source-material/Architecture/SYSTEM_DESIGN.md,regenera-bank.zip,regenera-bank/16-documentation/source-material/Architecture/SYSTEM_DESIGN.md,8e2cdde963405e09c53181c2a842e462f52e8dc2600be0ddc847c141837f94f9,2351,16-documentation,16-documentation/source-material/Architecture/SYSTEM_DESIGN.md,governance/documentation/source-material/Architecture/SYSTEM_DESIGN.md,CONHECIDA,AUSENTE,.md,documentação,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_EVIDENCIA,ALTA,Trata-se de documentação ou evidência histórica.,SIM
5020,16-documentation/source-material/Compliance/AUDIT_LOGGING.md,regenera-bank.zip,regenera-bank/16-documentation/source-material/Compliance/AUDIT_LOGGING.md,cd6556bf11dcd4b2c831bc25503b913fdaced50b1c4282a3dd2e3e2fcc53e71e,1421,16-documentation,16-documentation/source-material/Compliance/AUDIT_LOGGING.md,governance/documentation/source-material/Compliance/AUDIT_LOGGING.md,CONHECIDA,AUSENTE,.md,documentação,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_EVIDENCIA,ALTA,Trata-se de documentação ou evidência histórica.,SIM
5021,16-documentation/source-material/Compliance/DATA_RETENTION_POLICY.md,regenera-bank.zip,regenera-bank/16-documentation/source-material/Compliance/DATA_RETENTION_POLICY.md,30274451056ced3774c6a8057efad5d79aed43a82fbaede32cd0647d765bc6f3,1408,16-documentation,16-documentation/source-material/Compliance/DATA_RETENTION_POLICY.md,governance/documentation/source-material/Compliance/DATA_RETENTION_POLICY.md,CONHECIDA,PRESENTE,.md,documentação,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_EVIDENCIA,ALTA,Trata-se de documentação ou evidência histórica.,SIM
5022,16-documentation/source-material/Runbooks/CERTIFICATE_ROTATION.md,regenera-bank.zip,regenera-bank/16-documentation/source-material/Runbooks/CERTIFICATE_ROTATION.md,9d4a6c7afb89d1ec5b04ff02b0d227c344bfb9b190720ca531021a9306ea3301,1487,16-documentation,16-documentation/source-material/Runbooks/CERTIFICATE_ROTATION.md,governance/documentation/source-material/Runbooks/CERTIFICATE_ROTATION.md,CONHECIDA,PRESENTE,.md,documentação,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_EVIDENCIA,ALTA,Trata-se de documentação ou evidência histórica.,SIM
5023,16-documentation/source-material/Runbooks/DISASTER_RECOVERY.md,regenera-bank.zip,regenera-bank/16-documentation/source-material/Runbooks/DISASTER_RECOVERY.md,ea99f85da1eaa75ddd5136cf135d8385bb40841dbb6e026a88a083eaf1a0c0d8,1391,16-documentation,16-documentation/source-material/Runbooks/DISASTER_RECOVERY.md,governance/documentation/source-material/Runbooks/DISASTER_RECOVERY.md,CONHECIDA,AUSENTE,.md,documentação,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_EVIDENCIA,ALTA,Trata-se de documentação ou evidência histórica.,SIM
5024,16-documentation/source-material/Runbooks/INCIDENT_RESPONSE.md,regenera-bank.zip,regenera-bank/16-documentation/source-material/Runbooks/INCIDENT_RESPONSE.md,82b3f9bffdcace5692aa9eead420455f46abe36101b512354378d0632260be34,1388,16-documentation,16-documentation/source-material/Runbooks/INCIDENT_RESPONSE.md,governance/documentation/source-material/Runbooks/INCIDENT_RESPONSE.md,CONHECIDA,PRESENTE,.md,documentação,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_EVIDENCIA,ALTA,Trata-se de documentação ou evidência histórica.,SIM
7207,10-platform/regenera-platform-event-bus/docs/source-material/pubsub-client.ts,regenera-bank.zip,regenera-bank/10-platform/regenera-platform-event-bus/docs/source-material/pubsub-client.ts,7ee0e12d44623032f879422051140469eccb556528f666ed84d6cc88663016e5,2032,10-platform/regenera-platform-event-bus,10-platform/regenera-platform-event-bus/docs/source-material/pubsub-client.ts,platform/event-bus/docs/source-material/pubsub-client.ts,CONHECIDA,PRESENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
7558,07-integrations/regenera-integration-kyc-providers/docs/source-material/datavalid.client.ts,regenera-bank.zip,regenera-bank/07-integrations/regenera-integration-kyc-providers/docs/source-material/datavalid.client.ts,2109240a0bc2b3fab9c1f357a7228631093757f9396ac8a85ee96017a0651a8c,251,07-integrations/regenera-integration-kyc-providers,07-integrations/regenera-integration-kyc-providers/docs/source-material/datavalid.client.ts,platform/integrations/kyc-providers/docs/source-material/datavalid.client.ts,CONHECIDA,AUSENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
7828,10-platform/regenera-platform-kubernetes/docs/source-material/application.yaml,regenera-bank.zip,regenera-bank/10-platform/regenera-platform-kubernetes/docs/source-material/application.yaml,17d05332c63fb3ff0f8de1170786c49d1fcd62911ddba0824de8cc08382d23d5,1475,10-platform/regenera-platform-kubernetes,10-platform/regenera-platform-kubernetes/docs/source-material/application.yaml,platform/kubernetes/docs/source-material/application.yaml,CONHECIDA,PRESENTE,.yaml,configuração,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_REFERENCIA,ALTA,Material de referência útil.,SIM
7829,10-platform/regenera-platform-kubernetes/docs/source-material/authorization-policy.yaml,regenera-bank.zip,regenera-bank/10-platform/regenera-platform-kubernetes/docs/source-material/authorization-policy.yaml,51fa0bb2b815ef5b89cff391746b9005c55d0bcb3d6af0a0db503bf63b706b03,1739,10-platform/regenera-platform-kubernetes,10-platform/regenera-platform-kubernetes/docs/source-material/authorization-policy.yaml,platform/kubernetes/docs/source-material/authorization-policy.yaml,CONHECIDA,PRESENTE,.yaml,configuração,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_REFERENCIA,ALTA,Material de referência útil.,SIM
7830,10-platform/regenera-platform-kubernetes/docs/source-material/core-deployment.yaml,regenera-bank.zip,regenera-bank/10-platform/regenera-platform-kubernetes/docs/source-material/core-deployment.yaml,ea7f3c719267f4131dd2f9ed8f43c87061386df1076dec97daae0eebb9537183,3175,10-platform/regenera-platform-kubernetes,10-platform/regenera-platform-kubernetes/docs/source-material/core-deployment.yaml,platform/kubernetes/docs/source-material/core-deployment.yaml,CONHECIDA,PRESENTE,.yaml,configuração,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_REFERENCIA,ALTA,Material de referência útil.,SIM
7831,10-platform/regenera-platform-kubernetes/docs/source-material/peer-authentication.yaml,regenera-bank.zip,regenera-bank/10-platform/regenera-platform-kubernetes/docs/source-material/peer-authentication.yaml,9f9c96ec7fdeaec301c402a74827be51d425e90432a7229f9d407465a975792c,1151,10-platform/regenera-platform-kubernetes,10-platform/regenera-platform-kubernetes/docs/source-material/peer-authentication.yaml,platform/kubernetes/docs/source-material/peer-authentication.yaml,CONHECIDA,PRESENTE,.yaml,configuração,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_REFERENCIA,ALTA,Material de referência útil.,SIM
7832,10-platform/regenera-platform-kubernetes/docs/source-material/virtual-service-canary.yaml,regenera-bank.zip,regenera-bank/10-platform/regenera-platform-kubernetes/docs/source-material/virtual-service-canary.yaml,9f25d6da14931eb040a1ed708befa9975997a91bade5883bc158bcfe5fa52a49,1825,10-platform/regenera-platform-kubernetes,10-platform/regenera-platform-kubernetes/docs/source-material/virtual-service-canary.yaml,platform/kubernetes/docs/source-material/virtual-service-canary.yaml,CONHECIDA,PRESENTE,.yaml,configuração,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,NAO,MANTER_REFERENCIA,ALTA,Material de referência útil.,SIM
7913,10-platform/regenera-platform-observability/docs/source-material/metrics.service.ts,regenera-bank.zip,regenera-bank/10-platform/regenera-platform-observability/docs/source-material/metrics.service.ts,6b1e6d85443fd3967ee17259ba687163b0907349e4d369a4344aa19ed4363741,4284,10-platform/regenera-platform-observability,10-platform/regenera-platform-observability/docs/source-material/metrics.service.ts,platform/observability/docs/source-material/metrics.service.ts,CONHECIDA,AUSENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
7914,10-platform/regenera-platform-observability/docs/source-material/tracing.service.ts,regenera-bank.zip,regenera-bank/10-platform/regenera-platform-observability/docs/source-material/tracing.service.ts,41eee925beaca342d1c8fb0b68f70c691d599c29b164ae9948559695c3804966,1466,10-platform/regenera-platform-observability,10-platform/regenera-platform-observability/docs/source-material/tracing.service.ts,platform/observability/docs/source-material/tracing.service.ts,CONHECIDA,AUSENTE,.ts,código-fonte/protótipo,N/A,N/A,N/A,NAO,BAIXO,BAIXO,ALTA,SIM,REFATORAR,ALTA,Código fonte de referência que exige refatoração para adequação ao padrão canônico.,SIM
