id,arquivo_atual,caminho_origem_resolvido,caminho_staging,destino_recomendado,existencia_origem,existencia_staging,existencia_destino,sha256_origem,sha256_staging,sha256_destino,igualdade_hashes,destino_topologicamente_correto,origem_preservada,ausencia_sobrescrita,resultado_final
4615,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/src/open-finance/open-finance.service.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/src/open-finance/open-finance.service.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/src/open-finance/open-finance.service.ts,00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/src/open-finance/open-finance.service.ts,SIM,SIM,SIM,d15aee26c59ef14dbfa8cad1508dca8922dd36cd0f570eda26c904ae7c22ab4e,d15aee26c59ef14dbfa8cad1508dca8922dd36cd0f570eda26c904ae7c22ab4e,d15aee26c59ef14dbfa8cad1508dca8922dd36cd0f570eda26c904ae7c22ab4e,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4616,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/src/reconciliation/entities/reconciliation-run.entity.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/src/reconciliation/entities/reconciliation-run.entity.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/src/reconciliation/entities/reconciliation-run.entity.ts,00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/src/reconciliation/entities/reconciliation-run.entity.ts,SIM,SIM,SIM,23a91ecc8822cb59f0ac1a3d327b03554a434442dc3746b00e15e9bea96c7aa9,23a91ecc8822cb59f0ac1a3d327b03554a434442dc3746b00e15e9bea96c7aa9,23a91ecc8822cb59f0ac1a3d327b03554a434442dc3746b00e15e9bea96c7aa9,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4617,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/src/reconciliation/reconciliation.dto.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/src/reconciliation/reconciliation.dto.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/src/reconciliation/reconciliation.dto.ts,00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/src/reconciliation/reconciliation.dto.ts,SIM,SIM,SIM,59879f5106a9bb85461ed763c775e4fe81258e49dc8064dd270e78b88d8d607c,59879f5106a9bb85461ed763c775e4fe81258e49dc8064dd270e78b88d8d607c,59879f5106a9bb85461ed763c775e4fe81258e49dc8064dd270e78b88d8d607c,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4618,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/src/reconciliation/reconciliation.module.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/src/reconciliation/reconciliation.module.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/src/reconciliation/reconciliation.module.ts,00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/src/reconciliation/reconciliation.module.ts,SIM,SIM,SIM,fde76a3ff3119ea906d927578a1a2d2ab00aabe71f03c4ae4a6ed5f943a4f437,fde76a3ff3119ea906d927578a1a2d2ab00aabe71f03c4ae4a6ed5f943a4f437,fde76a3ff3119ea906d927578a1a2d2ab00aabe71f03c4ae4a6ed5f943a4f437,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4619,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/src/reconciliation/reconciliation.service.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/src/reconciliation/reconciliation.service.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/src/reconciliation/reconciliation.service.ts,00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/src/reconciliation/reconciliation.service.ts,SIM,SIM,SIM,b2d3beb15c8d259a49cff460de645877aa6adf501fa6ecec472438ed26537e17,b2d3beb15c8d259a49cff460de645877aa6adf501fa6ecec472438ed26537e17,b2d3beb15c8d259a49cff460de645877aa6adf501fa6ecec472438ed26537e17,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4620,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/e2e/app.e2e-spec.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/e2e/app.e2e-spec.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/e2e/app.e2e-spec.ts,00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/e2e/app.e2e-spec.ts,SIM,SIM,SIM,b8fc74b9d28d7a39ac298262a765c10c3f2e2c4acf15819fa7961677fc63d1de,b8fc74b9d28d7a39ac298262a765c10c3f2e2c4acf15819fa7961677fc63d1de,b8fc74b9d28d7a39ac298262a765c10c3f2e2c4acf15819fa7961677fc63d1de,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4621,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/e2e/bank-ledger.e2e-spec.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/e2e/bank-ledger.e2e-spec.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/e2e/bank-ledger.e2e-spec.ts,00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/e2e/bank-ledger.e2e-spec.ts,SIM,SIM,SIM,12315fe94fb741b5364435abe0226f75886315a2efed0a1410616df97afc365e,12315fe94fb741b5364435abe0226f75886315a2efed0a1410616df97afc365e,12315fe94fb741b5364435abe0226f75886315a2efed0a1410616df97afc365e,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4622,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/e2e/pix-flow.e2e-spec.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/e2e/pix-flow.e2e-spec.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/e2e/pix-flow.e2e-spec.ts,00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/e2e/pix-flow.e2e-spec.ts,SIM,SIM,SIM,284a182ea92a39542b5ba7ed6633afab65ea339b7985e7b1183064466e200333,284a182ea92a39542b5ba7ed6633afab65ea339b7985e7b1183064466e200333,284a182ea92a39542b5ba7ed6633afab65ea339b7985e7b1183064466e200333,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4623,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/e2e/reconciliation.e2e-spec.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/e2e/reconciliation.e2e-spec.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/e2e/reconciliation.e2e-spec.ts,00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/e2e/reconciliation.e2e-spec.ts,SIM,SIM,SIM,298ff417a0dccbbbd6dd96d35e194ccc1b79ebade721df710cb200f697c78a9e,298ff417a0dccbbbd6dd96d35e194ccc1b79ebade721df710cb200f697c78a9e,298ff417a0dccbbbd6dd96d35e194ccc1b79ebade721df710cb200f697c78a9e,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4624,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/jest-e2e.json,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/jest-e2e.json,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/jest-e2e.json,00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/jest-e2e.json,SIM,SIM,SIM,d2db28a34de93d4183b668433063b2589b23ec11a22f06aa7bf2420a0f0b1394,d2db28a34de93d4183b668433063b2589b23ec11a22f06aa7bf2420a0f0b1394,d2db28a34de93d4183b668433063b2589b23ec11a22f06aa7bf2420a0f0b1394,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4625,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/ledger-invariants.spec.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/ledger-invariants.spec.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/ledger-invariants.spec.ts,00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/ledger-invariants.spec.ts,SIM,SIM,SIM,ae7e0aad31fadc2839efce2118d84c3c2cb55a742771b28598ebc20ce1827ec4,ae7e0aad31fadc2839efce2118d84c3c2cb55a742771b28598ebc20ce1827ec4,ae7e0aad31fadc2839efce2118d84c3c2cb55a742771b28598ebc20ce1827ec4,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4626,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/load/k6-stress-test.js,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/load/k6-stress-test.js,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/load/k6-stress-test.js,00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/load/k6-stress-test.js,SIM,SIM,SIM,c94a22f45e053a5fd5c1ce453a5322c75bc49b1d4f89334042ab3b3852a5dce6,c94a22f45e053a5fd5c1ce453a5322c75bc49b1d4f89334042ab3b3852a5dce6,c94a22f45e053a5fd5c1ce453a5322c75bc49b1d4f89334042ab3b3852a5dce6,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4627,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/pix-concurrency.spec.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/pix-concurrency.spec.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/pix-concurrency.spec.ts,00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/pix-concurrency.spec.ts,SIM,SIM,SIM,c1030e0eb4cb29d251e93b154daab71181e8b744b92166894372a91a17f10076,c1030e0eb4cb29d251e93b154daab71181e8b744b92166894372a91a17f10076,c1030e0eb4cb29d251e93b154daab71181e8b744b92166894372a91a17f10076,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4628,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/security/security-auth.spec.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/security/security-auth.spec.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/security/security-auth.spec.ts,00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/security/security-auth.spec.ts,SIM,SIM,SIM,723375b7701f4c517b661252b6b8f1c040553a9b8ae5e52a2ea61254fc4fbdcb,723375b7701f4c517b661252b6b8f1c040553a9b8ae5e52a2ea61254fc4fbdcb,723375b7701f4c517b661252b6b8f1c040553a9b8ae5e52a2ea61254fc4fbdcb,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4629,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/setup.ts,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/test/setup.ts,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/setup.ts,00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/test/setup.ts,SIM,SIM,SIM,a62da2bc67a72d1885066c6adfc2a3db2be05072fa021a92c5a2f5debc02c09a,a62da2bc67a72d1885066c6adfc2a3db2be05072fa021a92c5a2f5debc02c09a,a62da2bc67a72d1885066c6adfc2a3db2be05072fa021a92c5a2f5debc02c09a,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4630,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/tsconfig.json,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/tsconfig.json,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/tsconfig.json,00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/tsconfig.json,SIM,SIM,SIM,2e04c44bb768568d65cbbd3b3c0759f13010a6dbf86d5eb7398e9cb438dfaaf5,2e04c44bb768568d65cbbd3b3c0759f13010a6dbf86d5eb7398e9cb438dfaaf5,2e04c44bb768568d65cbbd3b3c0759f13010a6dbf86d5eb7398e9cb438dfaaf5,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4631,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/update_callers.py,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/update_callers.py,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/update_callers.py,00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/update_callers.py,SIM,SIM,SIM,17c8d05c1ea162d8dd69203da102fc2411e93356917b1e07ada8edf97541d404,17c8d05c1ea162d8dd69203da102fc2411e93356917b1e07ada8edf97541d404,17c8d05c1ea162d8dd69203da102fc2411e93356917b1e07ada8edf97541d404,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4632,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/update_core.py,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/01-banking-core-engine/update_core.py,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/update_core.py,00-governance/audit-evidence/pipeline-green-v4/raw-repository/01-banking-core-engine/update_core.py,SIM,SIM,SIM,5d81b6821a9458d2e201f81e12d4d9279248537a43876fb5726f8f7e72dae67e,5d81b6821a9458d2e201f81e12d4d9279248537a43876fb5726f8f7e72dae67e,5d81b6821a9458d2e201f81e12d4d9279248537a43876fb5726f8f7e72dae67e,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4633,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/.env.example,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/.env.example,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/.env.example,00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/.env.example,SIM,SIM,SIM,a7994d607e6c952e7f0e8c780a21639268dddcf76924023fbdee1f7d6f4340d2,a7994d607e6c952e7f0e8c780a21639268dddcf76924023fbdee1f7d6f4340d2,a7994d607e6c952e7f0e8c780a21639268dddcf76924023fbdee1f7d6f4340d2,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4634,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/App.tsx,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/App.tsx,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/App.tsx,00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/App.tsx,SIM,SIM,SIM,48ff2f5e4eeedbe52bf4d366d9e44b258f38717aa5c2dd8efe25b3ab7beb8514,48ff2f5e4eeedbe52bf4d366d9e44b258f38717aa5c2dd8efe25b3ab7beb8514,48ff2f5e4eeedbe52bf4d366d9e44b258f38717aa5c2dd8efe25b3ab7beb8514,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4635,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/EAS_BUILD.sh,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/EAS_BUILD.sh,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/EAS_BUILD.sh,00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/EAS_BUILD.sh,SIM,SIM,SIM,780495a2e2a8cd44386743598b0b56485bb993bba9ab51ea327109bfb8ab815c,780495a2e2a8cd44386743598b0b56485bb993bba9ab51ea327109bfb8ab815c,780495a2e2a8cd44386743598b0b56485bb993bba9ab51ea327109bfb8ab815c,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4636,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/LICENSE,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/LICENSE,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/LICENSE,00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/LICENSE,SIM,SIM,SIM,fb3ca4a837f5779e83cef89b78253a8949cfb9429c340309f62d0465ec6610b4,fb3ca4a837f5779e83cef89b78253a8949cfb9429c340309f62d0465ec6610b4,fb3ca4a837f5779e83cef89b78253a8949cfb9429c340309f62d0465ec6610b4,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4637,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/V3_README_CIRURGIA.md,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/V3_README_CIRURGIA.md,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/V3_README_CIRURGIA.md,00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/V3_README_CIRURGIA.md,SIM,SIM,SIM,554a8746d5adf118b5d663c1fcea3f1ad0175c9ebc03772bebb710d355d47455,554a8746d5adf118b5d663c1fcea3f1ad0175c9ebc03772bebb710d355d47455,554a8746d5adf118b5d663c1fcea3f1ad0175c9ebc03772bebb710d355d47455,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4638,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/app.json,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/app.json,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/app.json,00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/app.json,SIM,SIM,SIM,7b0b2216dbbf2c64a3b3ec60cb0c1a1034a0fdc0156cca905c90ba418835529d,7b0b2216dbbf2c64a3b3ec60cb0c1a1034a0fdc0156cca905c90ba418835529d,7b0b2216dbbf2c64a3b3ec60cb0c1a1034a0fdc0156cca905c90ba418835529d,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4639,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/assets/android-icon-background.png,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/assets/android-icon-background.png,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/assets/android-icon-background.png,00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/assets/android-icon-background.png,SIM,SIM,SIM,59dd2ac95c60afcaefcd003e0b953c2a985263819bb7ae4ef1fe9a4cdc502908,59dd2ac95c60afcaefcd003e0b953c2a985263819bb7ae4ef1fe9a4cdc502908,59dd2ac95c60afcaefcd003e0b953c2a985263819bb7ae4ef1fe9a4cdc502908,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4640,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/assets/android-icon-foreground.png,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/assets/android-icon-foreground.png,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/assets/android-icon-foreground.png,00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/assets/android-icon-foreground.png,SIM,SIM,SIM,6350f7651c46232895baaf997a60303fdac90be4bb6c121b0d0ea480af2301f2,6350f7651c46232895baaf997a60303fdac90be4bb6c121b0d0ea480af2301f2,6350f7651c46232895baaf997a60303fdac90be4bb6c121b0d0ea480af2301f2,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4641,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/assets/android-icon-monochrome.png,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/assets/android-icon-monochrome.png,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/assets/android-icon-monochrome.png,00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/assets/android-icon-monochrome.png,SIM,SIM,SIM,456637d2f23b8d42aacfdd39464a7b0fa02a0052b39c0413e1dffb35f3d3d4c9,456637d2f23b8d42aacfdd39464a7b0fa02a0052b39c0413e1dffb35f3d3d4c9,456637d2f23b8d42aacfdd39464a7b0fa02a0052b39c0413e1dffb35f3d3d4c9,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
4642,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/assets/favicon.png,/Volumes/REGENERA BANK/regenera-bank/00-governance/audit-evidence/pipeline-green-1-5/raw-repository/02-customer-mobile-experience/assets/favicon.png,/Volumes/REGENERA BANK/REGENERA-MIGRATION-STAGING-1478/runs/20260626T042442Z/staged/00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/assets/favicon.png,00-governance/audit-evidence/pipeline-green-v4/raw-repository/02-customer-mobile-experience/assets/favicon.png,SIM,SIM,SIM,e821730ed129e594c485c2d376b40ae7f0bc52303fa464ba46ad8a39cb17a60e,e821730ed129e594c485c2d376b40ae7f0bc52303fa464ba46ad8a39cb17a60e,e821730ed129e594c485c2d376b40ae7f0bc52303fa464ba46ad8a39cb17a60e,SIM,SIM,SIM,SIM,ALREADY_IDENTICAL
